iter	Passed	Remaining
1660	146373	29873
1661	146459	29785
1662	146546	29697
1663	146639	29609
1664	146723	29520
1665	146803	29431
1666	146898	29344
1667	146994	29257
1668	147079	29169
1669	147176	29082
1670	147258	28993
1671	147346	28905
1672	147439	28818
1673	147522	28728
1674	147604	28639
1675	147690	28551
1676	147773	28461
1677	147854	28372
1678	147938	28283
1679	148025	28195
1680	148120	28108
1681	148207	28020
1682	148297	27932
1683	148387	27844
1684	148477	27756
1685	148564	27668
1686	148646	27579
1687	148745	27493
1688	148832	27404
1689	148917	27316
1690	149002	27227
1691	149085	27138
1692	149168	27049
1693	149254	26961
1694	149339	26872
1695	149418	26782
1696	149501	26693
1697	149585	26604
1698	149670	26516
1699	149757	26427
1700	149839	26338
1701	149921	26249
1702	150014	26162
1703	150106	26074
1704	150190	25986
1705	150280	25898
1706	150384	25812
1707	150490	25727
1708	150602	25643
1709	150707	25558
1710	150814	25473
1711	150919	25388
1712	151020	25302
1713	151127	25217
1714	151240	25133
1715	151356	25049
1716	151442	24961
1717	151522	24871
1718	151609	24783
1719	151700	24695
1720	151793	24608
1721	151879	24519
1722	151967	24431
1723	152061	24343
1724	152157	24257
1725	152251	24169
1726	152363	24085
1727	152446	23996
1728	152536	23908
1729	152620	23819
1730	152708	23731
1731	152798	23643
1732	152885	23554
1733	152974	23466
1734	153057	23377
1735	153143	23289
1736	153226	23200
1737	153314	23111
1738	153399	23023
1739	153487	22934
1740	153571	22846
1741	153659	22757
1742	153755	22670
1743	153855	22584
1744	153939	22495
1745	154033	22408
1746	154126	22320
1747	154210	22231
1748	154301	22143
1749	154393	22056
1750	154479	21967
1751	154567	21879
1752	154651	21790
1753	154748	21703
1754	154837	21615
1755	154932	21528
1756	155013	21439
1757	155096	21350
1758	155177	21260
1759	155256	21171
1760	155338	21082
1761	155430	20994
1762	155513	20905
1763	155605	20817
1764	155707	20731
1765	155785	20642
1766	155876	20554
1767	155965	20466
1768	156057	20378
1769	156146	20290
1770	156232	20201
1771	156314	20112
1772	156400	20024
1773	156491	19936
1774	156578	19847
1775	156661	19759
1776	156745	19670
1777	156831	19581
1778	156925	19494
1779	157008	19405
1780	157090	19316
1781	157182	19228
1782	157263	19139
1783	157341	19050
1784	157429	18962
1785	157513	18873
1786	157596	18784
1787	157694	18697
1788	157782	18609
1789	157858	18519
1790	157944	18431
1791	158030	18342
1792	158114	18254
1793	158200	18165
1794	158285	18077
1795	158363	17987
1796	158441	17898
1797	158524	17809
1798	158603	17720
1799	158688	17632
1800	158771	17543
1801	158853	17454
1802	158937	17365
1803	159026	17277
1804	159108	17189
1805	159198	17101
1806	159280	17012
1807	159367	16924
1808	159458	16836
1809	159547	16748
1810	159628	16659
1811	159713	16570
1812	159792	16481
1813	159878	16393
1814	159968	16305
1815	160060	16217
1816	160149	16129
1817	160240	16041
1818	160320	15952
1819	160405	15864
1820	160489	15775
1821	160574	15687
1822	160653	15598
1823	160744	15510
1824	160827	15421
1825	160908	15332
1826	160995	15244
1827	161078	15156
1828	161157	15067
1829	161245	14979
1830	161325	14890
1831	161406	14801
1832	161493	14713
1833	161573	14624
1834	161655	14535
1835	161740	14447
1836	161822	14358
1837	161900	14269
1838	161984	14181
1839	162066	14092
1840	162158	14005
1841	162243	13916
1842	162327	13828
1843	162409	13739
1844	162491	13651
1845	162565	13561
1846	162657	13474
1847	162742	13385
1848	162824	13297
1849	162909	13208
1850	162998	13120
1851	163080	13032
1852	163168	12944
1853	163257	12856
1854	163338	12767
1855	163417	12678
1856	163503	12590
1857	163585	12502
1858	163672	12414
1859	163755	12325
1860	163838	12237
1861	163918	12148
1862	164010	12060
1863	164087	11972
1864	164176	11884
1865	164262	11795
1866	164340	11707
1867	164422	11618
1868	164504	11530
1869	164584	11441
1870	164672	11353
1871	164765	11266
1872	164846	11177
1873	164931	11089
1874	165022	11001
1875	165101	10912
1876	165178	10824
1877	165267	10736
1878	165349	10647
1879	165436	10559
1880	165517	10471
1881	165606	10383
1882	165683	10294
1883	165778	10207
1884	165884	10120
1885	165972	10032
1886	166055	9943
1887	166142	9855
1888	166234	9768
1889	166320	9680
1890	166399	9591
1891	166484	9503
1892	166561	9414
1893	166640	9326
1894	166732	9238
1895	166813	9150
1896	166893	9061
1897	166982	8973
1898	167066	8885
1899	167146	8797
1900	167236	8709
1901	167322	8621
1902	167400	8532
1903	167481	8444
1904	167559	8355
1905	167641	8267
1906	167729	8179
1907	167817	8091
1908	167896	8003
1909	167983	7915
1910	168065	7827
1911	168151	7739
1912	168242	7651
1913	168322	7563
1914	168399	7474
1915	168488	7386
1916	168572	7298
1917	168653	7210
1918	168736	7122
1919	168822	7034
1920	168911	6946
1921	168992	6858
1922	169075	6770
1923	169163	6682
1924	169250	6594
1925	169339	6506
1926	169423	6418
1927	169510	6330
1928	169593	6242
1929	169678	6154
1930	169765	6066
1931	169846	5978
1932	169927	5889
1933	170007	5801
1934	170090	5713
1935	170172	5625
1936	170256	5537
1937	170335	5449
1938	170416	5361
1939	170504	5273
1940	170580	5185
1941	170660	5096
1942	170746	5009
1943	170828	4920
1944	170912	4832
1945	171000	4745
1946	171083	4657
1947	171160	4568
1948	171250	4481
1949	171333	4393
1950	171418	4305
1951	171498	4217
1952	171574	4129
1953	171648	4040
1954	171729	3952
1955	171811	3864
1956	171894	3776
1957	171990	3689
1958	172072	3601
1959	172154	3513
1960	172240	3425
1961	172321	3337
1962	172396	3249
1963	172480	3161
1964	172563	3073
1965	172647	2985
1966	172727	2897
1967	172808	2809
1968	172884	2721
1969	172973	2634
1970	173049	2546
1971	173127	2458
1972	173207	2370
1973	173288	2282
1974	173364	2194
1975	173449	2106
1976	173532	2018
1977	173607	1930
1978	173689	1843
1979	173775	1755
1980	173858	1667
1981	173946	1579
1982	174031	1491
1983	174111	1404
1984	174191	1316
1985	174276	1228
1986	174358	1140
1987	174438	1052
1988	174519	965
1989	174598	877
1990	174679	789
1991	174757	701
1992	174841	614
1993	174927	526
1994	175026	438
1995	175113	350
1996	175208	263
1997	175301	175
1998	175388	87
1999	175479	0
